lemma,collocate,LogL,LR,MI,LogDice
dies,ante2,181.26,5.75669551372626,4.35839073102954,11.4678404653615
dies,hodiernus,230.83,9.431855823419,5.85421149150669,11.4447125534502
dies,paucus,151.78,6.37045527875486,4.70328341347442,11.2963071042667
dies,ante,36.08,4.30532341749007,3.45810034050182,10.3055803655104
dies,post,35.96,4.29435229966906,3.45098287273296,10.3042001030415
dies,nox,34.18,4.13907407419115,3.34988675586159,10.283721571698
dies,tertius,39.98,5.08135857633486,3.95122638716841,10.2803488872193
dies,hesternus,63.05,8.65424824475545,5.66352168504222,10.2488166625499
dies,festus,61.42,8.39121383892165,5.58347897736869,10.2471402162227
dies,quintus2,55.34,7.51674472100551,5.25805657693406,10.2387998843064
dies,ille,46.1,1.98167000203229,1.90028091249107,10.1972490542571
dies,post2,35.31,5.11819534451524,3.97404106493459,10.1636246129112
dies,posterus,37.7,6.10992772853164,4.56029045051782,10.0632843819815
dies,autem,18.12,2.50490757546923,2.25706040426053,9.99175813683131
dies,singulus,26.34,4.60403679880168,3.65047223314928,9.99115280993631
dies,septimus,34.27,6.58385891686405,4.81622382465502,9.89901089505923
dies,quinque,29.45,5.79030979433147,4.37796889372386,9.88096282518753
dies,is,25.19,1.38321431618143,1.49007040398305,9.84810921125912
dies,superus,11.82,2.39497575771785,2.18228159570653,9.75764602597272
dies,iam,10.64,1.91878624117963,1.85727080260432,9.73732012295869
dies,ipse,10.67,1.54283164860399,1.59965835892,9.71853770872045
dies,unus,9.97,1.98146934438471,1.90014371004865,9.70356529566152
dies,totus,10.53,2.45457589991908,2.22283653187295,9.67697170608808
dies,idem,9.28,1.89735838968083,1.84260935635465,9.67421308364899
dies,interpono,24.99,6.08135857633486,4.54429010917138,9.67421308364899
dies,cum,8.74,1.0449463624846,1.25748017416447,9.56748396540373
dies,primum,8.98,2.49074951247257,2.24743569088632,9.56324846563687
dies,Caesar,6.95,1.89580292317879,1.84154496029886,9.52455892068669
dies,Roma,8.46,2.76794198130302,2.43552095239702,9.45007828824239
dies,prope2,20.56,6.58385891686405,4.81622382465502,9.40151880216271
